"Program","Year","Period","Geo.Level","State","Commodity","straw","mkt","measure","col1","col2","Type","Name","Chemical.Code","Value"
"SURVEY",2021,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","INSECTICIDE","INSECTICIDE","SPINETORAM","110007",57
"SURVEY",2021,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","INSECTICIDE",NA,NA,NA,62
"SURVEY",2021,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","OTHER",NA,NA,NA,49
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","FUNGICIDE","FUNGICIDE","AZOXYSTROBIN","128810",12000
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","FUNGICIDE","FUNGICIDE","CAPTAN","81301",146100
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","FUNGICIDE","FUNGICIDE","CYPRODINIL","288202",4100
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","FUNGICIDE","FUNGICIDE","FLUDIOXONIL","71503",2700
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","FUNGICIDE",NA,NA,NA,10200
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","FUNGICIDE","FUNGICIDE","THIRAM","79801",54800
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","FUNGICIDE",NA,NA,NA,286900
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","HERBICIDE",NA,NA,NA,300
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","INSECTICIDE","INSECTICIDE","ABAMECTIN","122804",300
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","INSECTICIDE","INSECTICIDE","ACETAMIPRID","99050",200
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","INSECTICIDE","INSECTICIDE","BIFENAZATE","586",700
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","INSECTICIDE","INSECTICIDE","BIFENTHRIN","128825",300
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","INSECTICIDE","INSECTICIDE","CHLORANTRANILIPROLE","90100",100
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","INSECTICIDE","INSECTICIDE","NOVALURON","124002",1000
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","INSECTICIDE","INSECTICIDE","SPINETORAM","110007",600
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","INSECTICIDE","INSECTICIDE","THIAMETHOXAM","60109",100
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","INSECTICIDE",NA,NA,NA,5100
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","OTHER",NA,NA,NA,125900
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","FUNGICIDE","AZOXYSTROBIN","128810",0.858
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","FUNGICIDE","CAPTAN","81301",2.098
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","FUNGICIDE","CYPRODINIL","288202",0.313
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","FUNGICIDE","FLUDIOXONIL","71503",0.206
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE",NA,NA,NA,1.34
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","FUNGICIDE","THIRAM","79801",2.036
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","INSECTICIDE","ABAMECTIN","122804",0.045
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","INSECTICIDE","ACETAMIPRID","99050",0.099
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","INSECTICIDE","BIFENAZATE","586",0.141
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","INSECTICIDE","BIFENTHRIN","128825",0.05
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","INSECTICIDE","CHLORANTRANILIPROLE","90100",0.058
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","INSECTICIDE","NOVALURON","124002",0.065
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","INSECTICIDE","SPINETORAM","110007",0.063
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","INSECTICIDE","THIAMETHOXAM","60109",0.054
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","FUNGICIDE","AZOXYSTROBIN","128810",4.123
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","FUNGICIDE","CAPTAN","81301",16.856
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","FUNGICIDE","CYPRODINIL","288202",0.642
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","FUNGICIDE","FLUDIOXONIL","71503",0.428
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","FUNGICIDE",NA,NA,NA,4.888
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","FUNGICIDE","THIRAM","79801",10.166
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","INSECTICIDE","ABAMECTIN","122804",0.184
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","INSECTICIDE","ACETAMIPRID","99050",0.127
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","INSECTICIDE","BIFENAZATE","586",0.663
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","INSECTICIDE","BIFENTHRIN","128825",0.077
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","INSECTICIDE","CHLORANTRANILIPROLE","90100",0.067
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","INSECTICIDE","NOVALURON","124002",0.212
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","INSECTICIDE","SPINETORAM","110007",0.116
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","INSECTICIDE","INSECTICIDE","THIAMETHOXAM","60109",0.095
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","FUNGICIDE","FUNGICIDE","AZOXYSTROBIN","128810",4.8
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","FUNGICIDE","FUNGICIDE","CAPTAN","81301",8
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","FUNGICIDE","FUNGICIDE","CYPRODINIL","288202",2.1
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","FUNGICIDE","FUNGICIDE","FLUDIOXONIL","71503",2.1
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","FUNGICIDE",NA,NA,NA,3.6
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","FUNGICIDE","FUNGICIDE","THIRAM","79801",5
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","INSECTICIDE","INSECTICIDE","ABAMECTIN","122804",4.1
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","INSECTICIDE","INSECTICIDE","ACETAMIPRID","99050",1.3
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","INSECTICIDE","INSECTICIDE","BIFENAZATE","586",4.7
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","INSECTICIDE","INSECTICIDE","BIFENTHRIN","128825",1.5
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","INSECTICIDE","INSECTICIDE","CHLORANTRANILIPROLE","90100",1.2
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","INSECTICIDE","INSECTICIDE","NOVALURON","124002",3.2
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","INSECTICIDE","INSECTICIDE","SPINETORAM","110007",1.8
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","INSECTICIDE","INSECTICIDE","THIAMETHOXAM","60109",1.8
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","FUNGICIDE","AZOXYSTROBIN","128810",29
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","FUNGICIDE","CAPTAN","81301",88
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","FUNGICIDE","CYPRODINIL","288202",64
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","FUNGICIDE","FLUDIOXONIL","71503",64
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE",NA,NA,NA,21
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","FUNGICIDE","THIRAM","79801",54
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE",NA,NA,NA,95
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","HERBICIDE",NA,NA,NA,15
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","INSECTICIDE","INSECTICIDE","ABAMECTIN","122804",18
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","INSECTICIDE","INSECTICIDE","ACETAMIPRID","99050",13
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","INSECTICIDE","INSECTICIDE","BIFENAZATE","586",11
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","INSECTICIDE","INSECTICIDE","BIFENTHRIN","128825",35
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","INSECTICIDE","INSECTICIDE","CHLORANTRANILIPROLE","90100",16
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","INSECTICIDE","INSECTICIDE","NOVALURON","124002",46
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","INSECTICIDE","INSECTICIDE","SPINETORAM","110007",55
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","INSECTICIDE","INSECTICIDE","THIAMETHOXAM","60109",16
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","INSECTICIDE",NA,NA,NA,97
"SURVEY",2019,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","OTHER",NA,NA,NA,17
"SURVEY",2018,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","FUNGICIDE","FUNGICIDE","CAPTAN","81301",87400
"SURVEY",2018,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","FUNGICIDE","FUNGICIDE","CYPRODINIL","288202",3300
"SURVEY",2018,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","FUNGICIDE","FUNGICIDE","FLUDIOXONIL","71503",1700
"SURVEY",2018,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","FUNGICIDE","FUNGICIDE","THIRAM","79801",22500
"SURVEY",2018,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","FUNGICIDE",NA,NA,NA,128400
"SURVEY",2018,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","INSECTICIDE",NA,NA,NA,102700
"SURVEY",2018,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","FUNGICIDE","CAPTAN","81301",1.858
"SURVEY",2018,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","FUNGICIDE","CYPRODINIL","288202",0.33
"SURVEY",2018,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","FUNGICIDE","FLUDIOXONIL","71503",0.221
"SURVEY",2018,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","FUNGICIDE","THIRAM","79801",1.632
"SURVEY",2018,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","FUNGICIDE","CAPTAN","81301",9.193
"SURVEY",2018,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","FUNGICIDE","CYPRODINIL","288202",0.997
"SURVEY",2018,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","FUNGICIDE","FLUDIOXONIL","71503",0.501
"SURVEY",2018,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","CHEMICAL","FUNGICIDE","FUNGICIDE","THIRAM","79801",6.049
"SURVEY",2018,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","FUNGICIDE","FUNGICIDE","CAPTAN","81301",4.9
"SURVEY",2018,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","FUNGICIDE","FUNGICIDE","CYPRODINIL","288202",3
"SURVEY",2018,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","FUNGICIDE","FUNGICIDE","FLUDIOXONIL","71503",2.3
"SURVEY",2018,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN NUMBER","CHEMICAL","FUNGICIDE","FUNGICIDE","THIRAM","79801",3.7
"SURVEY",2018,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","FUNGICIDE","CAPTAN","81301",96
"SURVEY",2018,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","FUNGICIDE","CYPRODINIL","288202",33
"SURVEY",2018,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","FUNGICIDE","FLUDIOXONIL","71503",33
"SURVEY",2018,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE","FUNGICIDE","THIRAM","79801",37
"SURVEY",2018,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","FUNGICIDE",NA,NA,NA,100
"SURVEY",2018,"YEAR","STATE","FLORIDA","STRAWBERRIES","STRAWBERRIES","BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","CHEMICAL","INSECTICIDE",NA,NA,NA,37
